g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Coprobacillus	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	f__Kiloniellaceae	g__Oxalobacter	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.236	0	0.00259327864514422	0.000529240539825351	0.113892564170415	0	0	0.000158772161947605	0.0312251918496957	0.00751521566551998	0.00365175972479492	0.000899708917703096	0.00312251918496957	0	0.00185234188938873	0	0.000846784863720561	0.0187351151098174	0	0.00031754432389521	5.29240539825351e-05	0.000635088647790421	0.0010584810796507	0.00010584810796507	0	0	0.00042339243186028	0	0	0.0127017729558084	0	0.00312251918496957	0	0	0.000740936755755491	0.0100555702566817	0.000158772161947605	0.000529240539825351	0.00021169621593014	5.29240539825351e-05	0	0.00529240539825351	0.00164064567345859	0	0.00010584810796507	5.29240539825351e-05	0	0.000476316485842816	0	0.000264620269912675	0.00375760783275999	5.29240539825351e-05	0.00127017729558084	0.000264620269912675	5.29240539825351e-05	0.013548557819529	5.29240539825351e-05	0	0.00148187351151098	0.0531357501984652	0.00259327864514422	0.00127017729558084	0	0.0040751521566552	0.271024080444562	0	0.0125430007938608	0	0.0302196348240275	0.00010584810796507	0.00153479756549352	0.00931463350092617	0.00312251918496957	0.000476316485842816	0.00127017729558084	0	0	0	0	0.000370468377877745	0.00127017729558084	0	0.00010584810796507	0.019687748081503	0	0	0.00185234188938873	0	0.0112198994442974	0	0.00285789891505689	0.00338713945488224	0.0010584810796507	0	0.135750198465202	0.0385816353532681	0.00322836729293464	0.00275205080709182	0.105742259857105	0.0090500132310135	0.00174649378142366	0.00455146864249802	0	0	5.29240539825351e-05	5.29240539825351e-05	0.00010584810796507	5.29240539825351e-05	0.00714474728764223	0	0	0	0	0	0.000158772161947605	0	0	0	0	0	0	0	0.00010584810796507	0	5.29240539825351e-05	5.29240539825351e-05	0.000476316485842816	0.00682720296374702	0	0.000370468377877745	0.0019581899973538	0.00275205080709182	0	0	5.29240539825351e-05
CS.203	0	0.000780704959968107	0.000265771901265739	0.0110461446463573	3.32214876582173e-05	0.00146174545696156	3.32214876582173e-05	0.0181223215175576	0.00187701405268928	0.000431879339556825	0	0.000697651240822564	0	0.00137869173781602	0	0	0.0306634331085346	0	0.000730872728480781	0	0.000415268595727717	0.00159463140759443	0.0386532008903359	0	0	0.25605461612571	0.0804126108767151	0.000132885950632869	0.000681040496993455	0	0.00798976778180127	0	0	0.000265771901265739	0.00285704793860669	0.000116275206803761	0	0.000348825620411282	0	0.000564765290189695	0.00355469917942926	0.0129231586990465	9.9664462974652e-05	4.9832231487326e-05	0.000614597521677021	0	0.000182718182120195	0.000166107438291087	0	0.000531543802531477	0.00139530248164513	3.32214876582173e-05	0.00588020331550447	0.000448490083385934	0.000830537191455433	0	0.00181057107737284	0.000265771901265739	0.0271917876482509	8.30537191455433e-05	0.0130062124181921	0.000265771901265739	0.015896481844457	0.0511610909936547	0	0.00553137769509319	4.9832231487326e-05	0.0111458091093319	6.64429753164347e-05	1.66107438291087e-05	0.0196671206936647	0.000315604132753065	6.64429753164347e-05	0.00858775455964918	0	0.00107969834889206	0.000382047108069499	0	0.00196006777183482	0.010398325637022	0.000813926447626325	0.000780704959968107	0.00207634297863858	0.000182718182120195	0	0	0	4.9832231487326e-05	0	0.0174578917643932	0.000880369422942759	0.000332214876582173	0	0.0755456629347862	0.017424670276735	4.9832231487326e-05	0.00926879505664264	0.0565761934819441	0.00049832231487326	0.00151157768844889	0.00390352479984054	0.0558619314972924	0	6.64429753164347e-05	0.00933523803195907	0	1.66107438291087e-05	1.66107438291087e-05	1.66107438291087e-05	0	0.00627886116740308	0	0.000581376034018803	0.062373343078303	0	0.00024916115743663	0	0	0	0	0	0	1.66107438291087e-05	0.000298993388923956	0.0190691339158168	3.32214876582173e-05	0.00174412810205641	0	0	0.000116275206803761	6.64429753164347e-05	0.00124580578718315	0.000166107438291087	0
CS.374	0	6.83480281593876e-05	0.000546784225275101	0.0716970815391976	6.83480281593876e-05	0	0	0.0231699815460324	0	6.83480281593876e-05	0.00170870070398469	0.0010935684505502	0	0	0	0.000341740140796938	0.140523545895701	0.000341740140796938	0.00744993506937325	0	0	0.00191374478846285	0.000205044084478163	0	0	0.0027339211263755	0.000205044084478163	0.000136696056318775	0.00519445014011346	0.0348574943612877	0.000205044084478163	0	0	0	0.000136696056318775	0.000341740140796938	6.83480281593876e-05	0.000478436197115713	6.83480281593876e-05	6.83480281593876e-05	0.015515002392181	0.0157883945048185	6.83480281593876e-05	0.000205044084478163	0.00027339211263755	6.83480281593876e-05	0.000888524366072039	0.000205044084478163	6.83480281593876e-05	0.000136696056318775	0.0010935684505502	0.00300731323901305	0.00929533182967671	6.83480281593876e-05	0.000136696056318775	0.0010935684505502	0.00027339211263755	6.83480281593876e-05	0.0402569885858793	0	0.0615815733716082	0.000683480281593876	0.0166085708427312	0.126922288291983	0	0.000888524366072039	0	0.0177704873214408	0.000341740140796938	0	0.0336955778825781	0.000410088168956326	0	0.0117558608434147	0.00915863577335794	0	0.000136696056318775	0	0	0.0632219260474335	6.83480281593876e-05	0.00150365661950653	0.00423757774588203	0	0	0.00492105802747591	0	6.83480281593876e-05	6.83480281593876e-05	0.00266557309821612	0.00799671929464835	0	0.000820176337912651	0.133688743079762	0.0162668307019342	0.00239218098557857	0.00136696056318775	0.027680951404552	0.00116191647870959	0.000615132253434488	0.00027339211263755	0	0	0.00287061718269428	0	0.000136696056318775	0	0.000888524366072039	0	0	0	0	0	0.0119609049278928	0.0114824687307771	0.000478436197115713	0	0	0	6.83480281593876e-05	0	0	0	0	0.000136696056318775	0	0.000205044084478163	0	0.000205044084478163	0.000820176337912651	0.000136696056318775	0.000136696056318775	0	0
CS.128	0	0	0.000117730162467624	0.0153049211207911	0	7.84867749784161e-05	0	0.0338278000156974	0.00121654501216545	0.000470920649870497	0	7.84867749784161e-05	3.92433874892081e-05	0	0.000117730162467624	0.000431677262381289	0.0951652146613296	0	0.00886900557256102	3.92433874892081e-05	0	0.00569029118593517	0.000313947099913665	0	0.00945765638489914	0.113256416293854	0.000313947099913665	0	0.0253512283180284	0	0.0182089317949925	0	0	0.000235460324935248	0.00447374617376972	0	0	0.00470920649870497	0	0	0.00141276194961149	0.0232713287811004	0.00102032807471941	7.84867749784161e-05	0.000941841299740994	0	0.000706380974805745	0.000353190487402873	0.000117730162467624	0.0158935719331293	0.000902597912251786	0.00223687308688486	0.00427752923632368	0.000588650812338121	0.00125578839965466	3.92433874892081e-05	0.000117730162467624	0.00121654501216545	0.0327289851659995	0.000235460324935248	0.0651047798445962	0.000274703712424456	0.00867278863511498	0.0522721921356251	0	0.0176595243701436	0	0.00733851346048191	0.000117730162467624	0.000235460324935248	0.0158543285456401	0.000313947099913665	0	0.00412055568636685	0.00109881484969783	0.000745624362294953	0.00239384663684169	0	0	0.00659288909818696	0.00121654501216545	0.00211914292441724	0.0164429793579782	0.000431677262381289	3.92433874892081e-05	0	0	0.0127933443214818	0	0.0248018208931795	0.00149124872458991	0.000235460324935248	0	0.109881484969783	0.0261360960678126	0.000235460324935248	0.00109881484969783	0.108115532532768	0.00447374617376972	0.00223687308688486	0.00596499489835963	0.000235460324935248	0	0.000627894199827329	0.0248018208931795	0.000117730162467624	7.84867749784161e-05	0.00113805823718703	0.000470920649870497	7.84867749784161e-05	0	0.00019621693744604	0	0.0221725139314026	3.92433874892081e-05	0	0	0	0	0.000313947099913665	7.84867749784161e-05	0.000313947099913665	0.0101247939722157	0	0.00600423828584883	0.000392433874892081	0.000313947099913665	0	0.000274703712424456	7.84867749784161e-05	0.000706380974805745	0.000117730162467624	0.000745624362294953	0.00357114826151793
CS.232	0.00204841077464067	0.00204841077464067	0.000238981257041412	0.00631593322180875	6.82803591546891e-05	0.000682803591546891	0.00112662592605237	0.0610767812638695	0.00331159741900242	0.000204841077464067	0	0.000512102693660169	0.000204841077464067	0.00228739203168209	0.000170700897886723	0.000273121436618757	0.0932709706053054	0.0110614181830596	0.00184356969717661	0.000614523232392202	0.00081936430985627	0.00256051346830084	0.00624765286265406	0.00805708238025332	0.00105834556689768	0.116247311460858	0.0136902120105152	0.000341401795773446	0.0179918746372606	0.000682803591546891	0.0118125021337612	0.000170700897886723	0.000307261616196101	0.000238981257041412	0.00310675634153836	0.000102420538732034	0.000238981257041412	0.00242395274999146	0.000102420538732034	0.000204841077464067	0.0101396333344713	0.0241029667816053	0	0.00109248574647503	0.00242395274999146	0.000341401795773446	0.00157044826055785	0.000443822334505479	3.41401795773446e-05	0.00208255095421802	0.00259465364787819	0.00884230651053225	0.00433580280632276	0.00146802772182582	0.00215083131337271	6.82803591546891e-05	0.0131098289577003	0.00355057867604384	0.0318527875456625	0.000170700897886723	0.0517565122392544	6.82803591546891e-05	0.00843262435560411	0.0498788023625004	0.000512102693660169	0.0201427059506333	6.82803591546891e-05	0.00983237171827524	6.82803591546891e-05	0.00037554197535079	0.0145095763203714	0.00143388754224847	0.000136560718309378	0.00952511010207914	0.00225325185210474	0.000102420538732034	0.00249223310914615	0.000170700897886723	6.82803591546891e-05	0.0242395274999146	0.00276535454576491	0.00208255095421802	0.016045884401352	0.00198013041548599	0	0.000887644669010959	0	0.00358471885562118	0.000136560718309378	0.0153289406302277	0.00177528933802192	0.000102420538732034	0	0.0730258441159401	0.0199720050527466	0.00109248574647503	0.00081936430985627	0.0758594790208597	0.0056672698098392	0.00187770987675395	0.0019118500563313	0.0187088184083848	0.0012290464647844	0.000102420538732034	0.00419924208801338	0.000170700897886723	6.82803591546891e-05	0.000204841077464067	0.0145437164999488	0	0	0.00368713939435321	0	0.0107882967464409	0.000136560718309378	0.000307261616196101	0.00300433580280632	0	6.82803591546891e-05	0.000136560718309378	0.00215083131337271	0	0.00450650370420948	0.00119490628520706	0.00184356969717661	0.000102420538732034	0.00501860639786965	0	0.00146802772182582	0.00102420538732034	0.0047454849612509	0.000136560718309378	0.00180942951759926	0.00290191526407429
CS.224	0	0	0.000207225253850936	0.00973958693099399	0	0	0	0.0322120144597177	0	0	0.0018189772282471	0	0	0	0	0.000322350394879234	0.424489419999539	0	0	0	0	0	2.30250282056596e-05	0	0	0.000161175197439617	2.30250282056596e-05	0	0	0	2.30250282056596e-05	0	0	0	0	0.000161175197439617	0	0.00115125141028298	2.30250282056596e-05	0	0.0139531670926297	0.0116046142156524	0	0.00575625705141489	4.60500564113191e-05	0	0	0	0	0	0.00234855287697727	0.000184200225645276	0.00246367801800557	4.60500564113191e-05	0.000621675761552808	2.30250282056596e-05	0	0	0.00845018535147705	0	0.0461421565241417	0	0.0335244410674403	0.0370242453547006	0	0.000115125141028298	0	6.90750846169787e-05	0	2.30250282056596e-05	0.0461191314959361	0	0	0.0222421772466671	0.053832515944832	0.00050655062052451	2.30250282056596e-05	0	0	0.00983168704381663	0.0165780203080749	0	2.30250282056596e-05	0	0	0.00884161083097327	0	0.00138150169233957	4.60500564113191e-05	0.00536483157191868	4.60500564113191e-05	0.000230250282056596	0.00223342773594898	0.0940802652483249	2.30250282056596e-05	0	0.000276300338467915	0.0306002624853215	2.30250282056596e-05	0.000230250282056596	0	6.90750846169787e-05	0	0.00923303631046948	0	0	0	0.000184200225645276	2.30250282056596e-05	2.30250282056596e-05	0	0	0	0.0365407197623817	0	0.00720683382837144	2.30250282056596e-05	0	0	0	0	0	0	0	2.30250282056596e-05	0	0	0	0	9.21001128226382e-05	0.00879556077456195	0.00326955400520366	0	0
CS.292	0.000836986847349542	0.000358708648864089	0.000438421681944998	0.0386608210442407	0	0.000318852132323635	0.000278995615783181	0.00876843363889996	0.000239139099242726	0.00462335591869271	0.00103626943005181	0.000199282582702272	3.98565165404544e-05	0.000239139099242726	0	0.000199282582702272	0.206058190514149	0.00119569549621363	7.97130330809087e-05	3.98565165404544e-05	0.00115583897967318	0	0.00235153447588681	0.000199282582702272	0	0.0333599043443603	0.00394579513750498	0.000119569549621363	0.0135910721402949	0.000119569549621363	0.0137903547229972	0	7.97130330809087e-05	0.000119569549621363	0.00131526504583499	3.98565165404544e-05	0	0.00912714228776405	0	0.000199282582702272	0.00310880829015544	0.00825029892387405	0	0.000438421681944998	0.0022718214428059	0	0.000278995615783181	0.000358708648864089	0	0.000398565165404544	0.00394579513750498	0.00263053009166999	0.00701474691111997	0.000318852132323635	0.00131526504583499	0	0	0.00286966919091271	0.0309286568353926	3.98565165404544e-05	0.00840972499003587	0	0.00741331207652451	0.127381426863292	0	0.00705460342766042	0.000199282582702272	0.0041052212036668	0.000438421681944998	7.97130330809087e-05	0.0172180151454763	3.98565165404544e-05	0.000199282582702272	0.0207253886010363	0.000119569549621363	0.00143483459545636	0	0.000478278198485452	0	0.0355918692706257	0.00318852132323635	0.00159426066161817	0.00530091669988043	0.000398565165404544	3.98565165404544e-05	0.000159426066161817	7.97130330809087e-05	0.00275009964129135	0	0.00474292546831407	0.000398565165404544	7.97130330809087e-05	0.000199282582702272	0.110920685532084	0.0214826624153049	0.000597847748106815	0.00159426066161817	0.123236349143085	0.00179354324432045	0.000478278198485452	0.0331207652451176	0.00251096054204862	0	0.000717417297728179	0.000956556396970905	0.000159426066161817	0.000239139099242726	0.000757273814268633	0.00107612594659227	0	0	0.000677560781187724	0	0.0248704663212435	0	0.000119569549621363	3.98565165404544e-05	0	0	0	7.97130330809087e-05	0	0.000239139099242726	0.00091669988043045	0.00745316859306497	0	0.00175368672777999	0	0	0.000119569549621363	0.00338780390593862	0.00063770426464727	0	0
CS.302	0	3.63191728913694e-05	0.000205808646384426	0.0693575138315517	0.000205808646384426	0	0	0.0468275202479389	0	0	0.000278446992167165	0	0.000193702255420637	0	0	4.84255638551591e-05	0.145276691565477	0	4.84255638551591e-05	0	0	1.21063909637898e-05	0	0	0	0.135785281049866	6.05319548189489e-05	0	0.000738489848791177	0	0.00716698345056355	1.21063909637898e-05	0	2.42127819275796e-05	0	0.000181595864456847	1.21063909637898e-05	0	0	7.26383457827387e-05	0.00847447367465285	0.008062856381884	0	0.00136802217890825	0.000169489473493057	0	1.21063909637898e-05	0.000133170300601688	0	7.26383457827387e-05	0.000205808646384426	0.000835340976501495	0.000290553383130955	0	0	0	0	0	0.000435830074696432	0	0.0558104623430709	0	0.031960872144405	0.0654834687231389	0	0.00157383082529267	0	0.0193581191510999	0.000230021428312006	2.42127819275796e-05	0	0.000290553383130955	0	0.0190917785498965	0.0111499860776504	0	0	0	0	0.0147940097577511	0.00437040713792811	0	0.000956404886139393	0	1.21063909637898e-05	0.0252902507233569	0	0.0252539315504655	0	0.000205808646384426	0.00197334172709773	0.000399510901805063	0	0.0325661916925945	0.00353506616142662	0	9.68511277103183e-05	3.63191728913694e-05	2.42127819275796e-05	0.000242127819275796	2.42127819275796e-05	0	9.68511277103183e-05	0.00341400225178872	1.21063909637898e-05	0.000205808646384426	0	1.21063909637898e-05	0.0368034285299209	0.126075955496907	0	0	0	3.63191728913694e-05	0.000133170300601688	0.00858343119332696	4.84255638551591e-05	0	0	0	0	0	0	1.21063909637898e-05	0.038583068001598	0.000217915037348216	0.00191280977227879	0	4.84255638551591e-05	0.022747908620961	0.00164646917107541	0.0161014999818404	0	0
CS.126	0	7.40452786879177e-05	0.00096258862294293	0.00877436552451824	3.70226393439588e-05	0	0	0.0320245830325244	0.00285074322948483	0.00199922252457378	0	0.000240647155735732	7.40452786879177e-05	0.00118472445900668	0	0.000222135836063753	0.0645304603765202	3.70226393439588e-05	0.012587697376946	1.85113196719794e-05	0.00138834897539846	0.00653449584420873	0.000407249032783547	0.0121064030654745	0	0.149738064826641	0.000148090557375835	0	0.019770089409674	0	0.0158271783195424	5.55339590159382e-05	1.85113196719794e-05	3.70226393439588e-05	0.00281372059014087	7.40452786879177e-05	5.55339590159382e-05	7.40452786879177e-05	0	0	0.00577553173765758	0.028766590770256	3.70226393439588e-05	7.40452786879177e-05	0.00107365654097481	0	0.00112919049999074	0.000296181114751671	0	0.000592362229503341	0.00283223190981285	7.40452786879177e-05	0.00464634123766683	0.0006293848688473	0.00190666592621388	1.85113196719794e-05	0.000777475426223135	0.00309139038522056	0.0312656189259732	5.55339590159382e-05	0.0283963643768164	0.000240647155735732	0.00444271672127506	0.0357083356472483	0	0.0420947409340812	0	0.0220840043686714	9.25565983598971e-05	0.000185113196719794	0.00747857314747968	0.000203624516391774	0.000129579237703856	0.00433164880324318	0	7.40452786879177e-05	0.000111067918031876	0	0.000277669795079691	0.00877436552451824	0.00094407730327095	0.00212880176227763	0.0108661446474519	0.00194368856555784	1.85113196719794e-05	1.85113196719794e-05	0	0.00107365654097481	0	0.0132541048851373	0.000240647155735732	0.000111067918031876	0	0.103885525999148	0.0164010292293738	0.000166601877047815	0.00501656763110642	0.0395031561800041	0.00222135836063753	0.00162899613113419	0.00453527331963496	0.0329686603357953	0.000203624516391774	0.000222135836063753	0.0996464337942652	5.55339590159382e-05	5.55339590159382e-05	1.85113196719794e-05	0.0504433461061439	9.25565983598971e-05	0	0	0.000592362229503341	5.55339590159382e-05	0	0.000166601877047815	9.25565983598971e-05	0.000536828270487403	0	0	0	0	0.0109772125654838	9.25565983598971e-05	0.00797837877862313	0.000296181114751671	0.000203624516391774	0	0.000259158475407712	0.000499805631143444	0.000222135836063753	1.85113196719794e-05	0.000814498065567094	0.0133836841228411
CS.282	0	0	0.000303485750621423	0.015434418174461	0	0.00076594022775883	0.000563616394011215	0.053268975085265	0.00274582345800335	0.000289034048210879	0.00014451702410544	0	2.89034048210879e-05	0.000780391930169374	0	5.78068096421758e-05	0.32890629516157	1.4451702410544e-05	0.00841089080293659	0	1.4451702410544e-05	0.00404647667495231	1.4451702410544e-05	0	0	0.000115613619284352	0	0	0.0200300595410139	0	0.0074281750390196	0	0	8.67102144632638e-05	0	8.67102144632638e-05	0	0.000722585120527198	0	0.000158968726515984	0.0301317995259842	0.00242788600497139	2.89034048210879e-05	0.0014451702410544	0.00258685473148737	0	0.000809295334990462	0.000317937453031967	8.67102144632638e-05	0.000158968726515984	0.00271692005318226	0.000780391930169374	0.00346840857853055	0.000708133418116654	0.000462454477137407	0	0	0.000404647667495231	0.0176021735360425	0	0.137580206948379	0.000115613619284352	0.00351176368576218	0.0394965026880166	0	0.00689346204982947	0	0.0114891034163824	0.000130065321694896	0.000130065321694896	0.00615642522689173	0.000346840857853055	0.000158968726515984	0.0080206948378519	0	0	0	0	0	0.0167928782010521	0.00731256141973525	0.00069368171570611	0.0114168449043297	0	0	0.000158968726515984	2.89034048210879e-05	0.00062142320365339	0	0.00114168449043297	0.00195097982542343	0.000115613619284352	5.78068096421758e-05	0.0831406439678594	0.00716804439562981	0.000809295334990462	0.00380079773397306	0.0327475576622926	0.000953812359095902	0.000433551072316319	0.0187149546216544	0	0	0.000635874906063934	0	0.000101161916873808	0.000202323833747615	0.000216775536158159	0	0.0108532285103185	0	0	0	0.0160558413781143	0	7.22585120527198e-05	0.0102173536042546	0	0	0	0	0	0.00823747037401006	0.000101161916873808	1.4451702410544e-05	0.000664778310885022	0.00171975258685473	0	1.4451702410544e-05	4.33551072316319e-05	0.0194230880397711	0	0	0.0198277357072663
CS.136	0	3.69344413665743e-05	0.000221606648199446	0.0127054478301016	0	0.00025854108956602	3.69344413665743e-05	0.0676638965835642	0	0.00177285318559557	0.00107109879963066	0	0.000184672206832872	3.69344413665743e-05	0	0.000110803324099723	0.20129270544783	3.69344413665743e-05	0.000295475530932595	0.00110803324099723	0.00299168975069252	0.000221606648199446	7.38688827331487e-05	0	0	0.0200184672206833	0.00169898430286242	0	0.032539242843952	0	0.011191135734072	0.000110803324099723	0	0	0.00376731301939058	7.38688827331487e-05	0.000184672206832872	0.00908587257617728	3.69344413665743e-05	7.38688827331487e-05	0.011191135734072	0.00358264081255771	0.000221606648199446	0.00132963988919668	0.00727608494921514	0	0.00199445983379501	0.00025854108956602	7.38688827331487e-05	0.000295475530932595	0.0014404432132964	0.00295475530932595	0.00746075715604801	0.00136657433056325	0.00361957525392428	0	0.000332409972299169	0.00084949215143121	0.0440258541089566	0	0.0207202216066482	7.38688827331487e-05	0.00472760849492151	0.0895660203139428	3.69344413665743e-05	0.00986149584487535	0	0.0109695290858726	0.000701754385964912	0.000517082179132041	0.0270360110803324	7.38688827331487e-05	0.00118190212373038	0.00919667590027701	0.000295475530932595	0	0.000406278855032318	0	0	0.00469067405355494	0.00609418282548476	0.00299168975069252	0.0133333333333333	0.000221606648199446	0.000221606648199446	0.000997229916897507	7.38688827331487e-05	0.0015881809787627	0	0.00568790397045245	0.005466297322253	0.000517082179132041	0	0.07331486611265	0.00517082179132041	0.00450600184672207	0.0057617728531856	0.133998153277932	0.00476454293628809	0.00103416435826408	0.0133702677746999	0.00195752539242844	0.000221606648199446	0.00169898430286242	0.000590951061865189	7.38688827331487e-05	7.38688827331487e-05	3.69344413665743e-05	0.0245244690674054	0	3.69344413665743e-05	0	0.000184672206832872	0.000221606648199446	0.000184672206832872	0	0.000554016620498615	0.000701754385964912	0	0.000738688827331487	7.38688827331487e-05	7.38688827331487e-05	0.0043213296398892	0.0015881809787627	0.00742382271468144	0	0.00358264081255771	0	0	3.69344413665743e-05	0.00853185595567867	0.000443213296398892	0	0.0144783010156971
CS.041	0	0.00010148849797023	6.765899864682e-05	0.00219891745602165	0	0	0	0.0077807848443843	0.00199594046008119	0.00476995940460081	0.00223274695534506	0	0	0.00013531799729364	0	0.00037212449255751	0.284776725304466	0	0	0.00460081190798376	0.00121786197564276	0.00588633288227334	0.00023680649526387	0	0	0.0432002706359946	0.00071041948579161	0	0.0248646820027064	0.00016914749661705	0.0274018944519621	0	0	0	0.00226657645466847	3.382949932341e-05	0.00182679296346414	0.00071041948579161	0	0	0.00125169147496617	0.00179296346414073	0	0.00182679296346414	0.00152232746955345	0	0.00165764546684709	0.00027063599458728	0.00013531799729364	0.00010148849797023	0.00213125845737483	0.021617050067659	0.00172530446549391	0	0.00057510148849797	0	0	0.00057510148849797	0.0121447902571042	0	0.00436400541271989	0	0.00230040595399188	0.140121786197564	0	0.00111637347767253	0	0.00182679296346414	0.0003382949932341	0.00010148849797023	0.00186062246278755	0.00142083897158322	0	0.0249661705006766	0	0.00013531799729364	0	0	0	0.0112990527740189	0.00223274695534506	0.00064276048714479	0.00419485791610284	3.382949932341e-05	0	6.765899864682e-05	0	0.00023680649526387	0	0.00277401894451962	0.00138700947225981	0.00030446549391069	0	0.248240866035183	0.00619079837618403	0.00023680649526387	0.00087956698240866	0.0258119079837618	0.00223274695534506	0.00037212449255751	0.00382273342354533	0.00023680649526387	0	0.00605548037889039	0.00098105548037889	0.00010148849797023	6.765899864682e-05	0.00023680649526387	0.0123139377537212	0.00013531799729364	0	0	0.00010148849797023	3.382949932341e-05	0	0	0.00429634641407307	3.382949932341e-05	0	3.382949932341e-05	0	0	3.382949932341e-05	0.00520974289580514	0.00402571041948579	6.765899864682e-05	0.00243572395128552	0	0	0.00023680649526387	0.0043978349120433	0	3.382949932341e-05	0
CS.380	0	0.000287538098798091	9.2012191615389e-05	4.60060958076945e-05	8.05106676634654e-05	0	0.00025303352694232	0.0323997929725689	0.00631433664960607	0.00172522859278854	0	0.000782103628730807	1.15015239519236e-05	0.00312841451492323	0	2.30030479038473e-05	0.00978779688308701	0	0.0022888032664328	0	0.00131117373051929	0.000977629535913508	0.0102133532693082	0	0.000552073149692334	0.219863131864972	1.15015239519236e-05	0	0.00698142503881764	1.15015239519236e-05	0.000989131059865432	0	0	2.30030479038473e-05	0.00530220254183679	5.75076197596181e-05	0	0.0118235666225775	0	0	0.0010236356317212	0.0521364080740698	0	1.15015239519236e-05	0.00271435965265398	0	0.000368048766461556	0.000103513715567313	0	0.00943124964057738	0.00277186727241359	0.0122721260567025	0.00411754557478866	0.000862614296394272	0.0006325838173558	0.00079360515268273	0.000218528955086549	0.00279487032031744	0.0383000747599057	0.00012651676347116	0.0178618666973374	0.000391051814365403	0.00463511415262522	0.0363563172120306	0.0421760883317039	0.00898269020645235	0.000437057910173098	0.00557823911668296	0.000161021335326931	6.90091437115418e-05	0.00230030479038473	0.000333544194605785	0.00194375754787509	0.0149634826614526	0.00531370406578872	0.000241532002990396	0.000839611248490425	0.000184024383230778	0.000195525907182702	0.0245902582092127	0.00079360515268273	0.00190925297601932	0.00943124964057738	0.000149519811375007	2.30030479038473e-05	2.30030479038473e-05	0	0.00725746161366381	0	0.0376329863706941	0.000678589913163494	0.000851112772442349	0	0.0872965667951004	0.00707343723043303	3.45045718557709e-05	0.00277186727241359	0.0377365000862614	0.010397377652539	0.00215078497900972	0.0134797860716545	0.0196561044338375	0.000161021335326931	0.000172522859278854	0.0198976364368279	0	8.05106676634654e-05	5.75076197596181e-05	0.0707113692564265	0	0	0	0	0	0	0.000230030479038473	0	0.000287538098798091	0	0.000517568577836563	0	0.000747599056875036	0	0.00075910058082696	0.0211743055954914	0.000586577721548105	0.0103743746046351	0	1.15015239519236e-05	1.15015239519236e-05	0.000425556386221174	0.000989131059865432	0.0056932543562022	0.00955776640404854
